ticket_id,perfil_real,perfil_conducta
TK-009991,Fallas de hardware,Fallas de hardware
TK-009992,Solicitudes rutinarias,Solicitudes rutinarias
TK-009993,Solicitudes rutinarias,Solicitudes rutinarias
TK-009994,Fallas de hardware,Fallas de hardware
TK-009995,Incidentes de seguridad,Incidentes de seguridad
TK-009996,Solicitudes rutinarias,Solicitudes rutinarias
TK-009997,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-009998,Solicitudes rutinarias,Solicitudes rutinarias
TK-009999,Incidentes de seguridad,Incidentes críticos de red
TK-010000,Solicitudes rutinarias,Solicitudes rutinarias
TK-010001,Casos crónicos,Casos crónicos
TK-010002,Fallas de hardware,Solicitudes rutinarias
TK-010003,Solicitudes rutinarias,Solicitudes rutinarias
TK-010004,Fallas de hardware,Fallas de hardware
TK-010005,Solicitudes rutinarias,Fallas de hardware
TK-010006,Fallas de hardware,Fallas de hardware
TK-010007,Solicitudes rutinarias,Solicitudes rutinarias
TK-010008,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-010009,Solicitudes rutinarias,Solicitudes rutinarias
TK-010010,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-010011,Incidentes críticos de red,Incidentes críticos de red
TK-010012,Incidentes de seguridad,Incidentes de seguridad
TK-010013,Solicitudes rutinarias,Solicitudes rutinarias
TK-010014,Solicitudes rutinarias,Solicitudes rutinarias
TK-010015,Solicitudes rutinarias,Solicitudes rutinarias
TK-010016,Incidentes críticos de red,Incidentes críticos de red
TK-010017,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-010018,Fallas de hardware,Fallas de hardware
TK-010019,Errores recurrentes de software/ERP,Casos crónicos
TK-010020,Fallas de hardware,Fallas de hardware
TK-010021,Incidentes de seguridad,Incidentes de seguridad
TK-010022,Incidentes críticos de red,Incidentes críticos de red
TK-010023,Fallas de hardware,Errores recurrentes de software/ERP
TK-010024,Incidentes críticos de red,Incidentes críticos de red
TK-010025,Fallas de hardware,Fallas de hardware
TK-010026,Solicitudes rutinarias,Solicitudes rutinarias
TK-010027,Solicitudes rutinarias,Solicitudes rutinarias
TK-010028,Solicitudes rutinarias,Solicitudes rutinarias
TK-010029,Solicitudes rutinarias,Solicitudes rutinarias
TK-010030,Solicitudes rutinarias,Solicitudes rutinarias
TK-010031,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-010032,Solicitudes rutinarias,Errores recurrentes de software/ERP
TK-010033,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-010034,Solicitudes rutinarias,Solicitudes rutinarias
TK-010035,Fallas de hardware,Fallas de hardware
TK-010036,Solicitudes rutinarias,Solicitudes rutinarias
TK-010037,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-010038,Solicitudes rutinarias,Solicitudes rutinarias
TK-010039,Solicitudes rutinarias,Solicitudes rutinarias
TK-010040,Solicitudes rutinarias,Solicitudes rutinarias
TK-010041,Solicitudes rutinarias,Solicitudes rutinarias
TK-010042,Fallas de hardware,Fallas de hardware
TK-010043,Incidentes críticos de red,Incidentes críticos de red
TK-010044,Solicitudes rutinarias,Solicitudes rutinarias
TK-010045,Fallas de hardware,Fallas de hardware
TK-010046,Solicitudes rutinarias,Solicitudes rutinarias
TK-010047,Solicitudes rutinarias,Solicitudes rutinarias
TK-010048,Solicitudes rutinarias,Solicitudes rutinarias
TK-010049,Incidentes de seguridad,Incidentes de seguridad
TK-010050,Solicitudes rutinarias,Solicitudes rutinarias
TK-010051,Fallas de hardware,Solicitudes rutinarias
TK-010052,Solicitudes rutinarias,Solicitudes rutinarias
TK-010053,Fallas de hardware,Fallas de hardware
TK-010054,Incidentes de seguridad,Incidentes de seguridad
TK-010055,Fallas de hardware,Fallas de hardware
TK-010056,Fallas de hardware,Fallas de hardware
TK-010057,Solicitudes rutinarias,Solicitudes rutinarias
TK-010058,Solicitudes rutinarias,Solicitudes rutinarias
TK-010059,Fallas de hardware,Fallas de hardware
TK-010060,Fallas de hardware,Fallas de hardware
TK-010061,Solicitudes rutinarias,Solicitudes rutinarias
TK-010062,Incidentes de seguridad,Incidentes de seguridad
TK-010063,Solicitudes rutinarias,Solicitudes rutinarias
TK-010064,Solicitudes rutinarias,Solicitudes rutinarias
TK-010065,Solicitudes rutinarias,Solicitudes rutinarias
TK-010066,Solicitudes rutinarias,Solicitudes rutinarias
TK-010067,Fallas de hardware,Fallas de hardware
TK-010068,Incidentes de seguridad,Solicitudes rutinarias
TK-010069,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-010070,Errores recurrentes de software/ERP,Casos crónicos
TK-010071,Fallas de hardware,Fallas de hardware
TK-010072,Solicitudes rutinarias,Solicitudes rutinarias
TK-010073,Casos crónicos,Casos crónicos
TK-010074,Incidentes críticos de red,Incidentes críticos de red
TK-010075,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-010076,Solicitudes rutinarias,Solicitudes rutinarias
TK-010077,Solicitudes rutinarias,Solicitudes rutinarias
TK-010078,Solicitudes rutinarias,Fallas de hardware
TK-010079,Solicitudes rutinarias,Solicitudes rutinarias
TK-010080,Solicitudes rutinarias,Solicitudes rutinarias
TK-010081,Solicitudes rutinarias,Solicitudes rutinarias
TK-010082,Solicitudes rutinarias,Solicitudes rutinarias
TK-010083,Solicitudes rutinarias,Solicitudes rutinarias
TK-010084,Incidentes críticos de red,Incidentes críticos de red
TK-010085,Solicitudes rutinarias,Solicitudes rutinarias
TK-010086,Fallas de hardware,Fallas de hardware
TK-010087,Solicitudes rutinarias,Fallas de hardware
TK-010088,Fallas de hardware,Fallas de hardware
TK-010089,Fallas de hardware,Solicitudes rutinarias
TK-010090,Solicitudes rutinarias,Solicitudes rutinarias
TK-010091,Solicitudes rutinarias,Solicitudes rutinarias
TK-010092,Fallas de hardware,Fallas de hardware
TK-010093,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-010094,Fallas de hardware,Fallas de hardware
TK-010095,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-010096,Solicitudes rutinarias,Fallas de hardware
TK-010097,Solicitudes rutinarias,Solicitudes rutinarias
TK-010098,Solicitudes rutinarias,Solicitudes rutinarias
TK-010099,Solicitudes rutinarias,Solicitudes rutinarias
TK-010100,Solicitudes rutinarias,Solicitudes rutinarias
TK-010101,Casos crónicos,Casos crónicos
TK-010102,Incidentes de seguridad,Incidentes de seguridad
TK-010103,Solicitudes rutinarias,Solicitudes rutinarias
TK-010104,Incidentes críticos de red,Incidentes críticos de red
TK-010105,Incidentes críticos de red,Incidentes críticos de red
TK-010106,Fallas de hardware,Solicitudes rutinarias
TK-010107,Solicitudes rutinarias,Solicitudes rutinarias
TK-010108,Fallas de hardware,Fallas de hardware
TK-010109,Fallas de hardware,Fallas de hardware
TK-010110,Solicitudes rutinarias,Solicitudes rutinarias
TK-010111,Solicitudes rutinarias,Solicitudes rutinarias
TK-010112,Fallas de hardware,Fallas de hardware
TK-010113,Fallas de hardware,Fallas de hardware
TK-010114,Solicitudes rutinarias,Solicitudes rutinarias
TK-010115,Solicitudes rutinarias,Solicitudes rutinarias
TK-010116,Fallas de hardware,Fallas de hardware
TK-010117,Solicitudes rutinarias,Solicitudes rutinarias
TK-010118,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-010119,Incidentes críticos de red,Incidentes críticos de red
TK-010120,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-010121,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-010122,Solicitudes rutinarias,Solicitudes rutinarias
TK-010123,Solicitudes rutinarias,Errores recurrentes de software/ERP
TK-010124,Fallas de hardware,Fallas de hardware
TK-010125,Fallas de hardware,Fallas de hardware
TK-010126,Solicitudes rutinarias,Fallas de hardware
TK-010127,Solicitudes rutinarias,Solicitudes rutinarias
TK-010128,Solicitudes rutinarias,Solicitudes rutinarias
TK-010129,Solicitudes rutinarias,Fallas de hardware
TK-010130,Incidentes críticos de red,Incidentes críticos de red
TK-010131,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-010132,Solicitudes rutinarias,Solicitudes rutinarias
TK-010133,Solicitudes rutinarias,Solicitudes rutinarias
TK-010134,Fallas de hardware,Fallas de hardware
TK-010135,Solicitudes rutinarias,Solicitudes rutinarias
TK-010136,Solicitudes rutinarias,Solicitudes rutinarias
TK-010137,Incidentes críticos de red,Incidentes críticos de red
TK-010138,Solicitudes rutinarias,Solicitudes rutinarias
TK-010139,Solicitudes rutinarias,Solicitudes rutinarias
TK-010140,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-010141,Solicitudes rutinarias,Solicitudes rutinarias
TK-010142,Solicitudes rutinarias,Solicitudes rutinarias
TK-010143,Fallas de hardware,Fallas de hardware
TK-010144,Incidentes críticos de red,Incidentes críticos de red
TK-010145,Solicitudes rutinarias,Solicitudes rutinarias
TK-010146,Solicitudes rutinarias,Solicitudes rutinarias
TK-010147,Solicitudes rutinarias,Solicitudes rutinarias
TK-010148,Fallas de hardware,Fallas de hardware
TK-010149,Solicitudes rutinarias,Solicitudes rutinarias
TK-010150,Solicitudes rutinarias,Solicitudes rutinarias
TK-010151,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-010152,Solicitudes rutinarias,Solicitudes rutinarias
TK-010153,Solicitudes rutinarias,Solicitudes rutinarias
TK-010154,Fallas de hardware,Fallas de hardware
TK-010155,Solicitudes rutinarias,Solicitudes rutinarias
TK-010156,Incidentes de seguridad,Incidentes de seguridad
TK-010157,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-010158,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-010159,Solicitudes rutinarias,Solicitudes rutinarias
TK-010160,Solicitudes rutinarias,Solicitudes rutinarias
TK-010161,Solicitudes rutinarias,Solicitudes rutinarias
TK-010162,Solicitudes rutinarias,Solicitudes rutinarias
TK-010163,Solicitudes rutinarias,Solicitudes rutinarias
TK-010164,Solicitudes rutinarias,Solicitudes rutinarias
TK-010165,Solicitudes rutinarias,Solicitudes rutinarias
TK-010166,Solicitudes rutinarias,Solicitudes rutinarias
TK-010167,Solicitudes rutinarias,Solicitudes rutinarias
TK-010168,Solicitudes rutinarias,Solicitudes rutinarias
TK-010169,Fallas de hardware,Fallas de hardware
TK-010170,Solicitudes rutinarias,Solicitudes rutinarias
TK-010171,Solicitudes rutinarias,Errores recurrentes de software/ERP
TK-010172,Solicitudes rutinarias,Solicitudes rutinarias
TK-010173,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-010174,Fallas de hardware,Fallas de hardware
TK-010175,Solicitudes rutinarias,Fallas de hardware
TK-010176,Fallas de hardware,Fallas de hardware
TK-010177,Solicitudes rutinarias,Solicitudes rutinarias
TK-010178,Solicitudes rutinarias,Solicitudes rutinarias
TK-010179,Solicitudes rutinarias,Solicitudes rutinarias
TK-010180,Solicitudes rutinarias,Solicitudes rutinarias
TK-010181,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-010182,Fallas de hardware,Fallas de hardware
TK-010183,Incidentes críticos de red,Incidentes críticos de red
TK-010184,Casos crónicos,Casos crónicos
TK-010185,Solicitudes rutinarias,Solicitudes rutinarias
TK-010186,Fallas de hardware,Fallas de hardware
TK-010187,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-010188,Solicitudes rutinarias,Solicitudes rutinarias
TK-010189,Solicitudes rutinarias,Solicitudes rutinarias
TK-010190,Solicitudes rutinarias,Solicitudes rutinarias
TK-010191,Fallas de hardware,Fallas de hardware
TK-010192,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-010193,Solicitudes rutinarias,Solicitudes rutinarias
TK-010194,Solicitudes rutinarias,Solicitudes rutinarias
TK-010195,Fallas de hardware,Fallas de hardware
TK-010196,Incidentes críticos de red,Errores recurrentes de software/ERP
TK-010197,Incidentes críticos de red,Incidentes críticos de red
TK-010198,Fallas de hardware,Fallas de hardware
TK-010199,Solicitudes rutinarias,Solicitudes rutinarias
TK-010200,Incidentes de seguridad,Incidentes de seguridad
TK-010201,Solicitudes rutinarias,Solicitudes rutinarias
TK-010202,Incidentes críticos de red,Incidentes críticos de red
TK-010203,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-010204,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-010205,Solicitudes rutinarias,Solicitudes rutinarias
TK-010206,Fallas de hardware,Fallas de hardware
TK-010207,Incidentes de seguridad,Incidentes de seguridad
TK-010208,Solicitudes rutinarias,Solicitudes rutinarias
TK-010209,Solicitudes rutinarias,Solicitudes rutinarias
TK-010210,Solicitudes rutinarias,Solicitudes rutinarias
TK-010211,Solicitudes rutinarias,Solicitudes rutinarias
TK-010212,Solicitudes rutinarias,Errores recurrentes de software/ERP
TK-010213,Fallas de hardware,Fallas de hardware
TK-010214,Solicitudes rutinarias,Solicitudes rutinarias
TK-010215,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-010216,Fallas de hardware,Fallas de hardware
TK-010217,Casos crónicos,Casos crónicos
TK-010218,Solicitudes rutinarias,Solicitudes rutinarias
TK-010219,Solicitudes rutinarias,Solicitudes rutinarias
TK-010220,Solicitudes rutinarias,Solicitudes rutinarias
TK-010221,Solicitudes rutinarias,Solicitudes rutinarias
TK-010222,Fallas de hardware,Fallas de hardware
TK-010223,Incidentes críticos de red,Incidentes críticos de red
TK-010224,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-010225,Solicitudes rutinarias,Solicitudes rutinarias
TK-010226,Fallas de hardware,Fallas de hardware
TK-010227,Solicitudes rutinarias,Solicitudes rutinarias
TK-010228,Incidentes de seguridad,Solicitudes rutinarias
TK-010229,Solicitudes rutinarias,Solicitudes rutinarias
TK-010230,Solicitudes rutinarias,Solicitudes rutinarias
TK-010231,Fallas de hardware,Solicitudes rutinarias
TK-010232,Fallas de hardware,Fallas de hardware
TK-010233,Incidentes críticos de red,Incidentes críticos de red
TK-010234,Incidentes de seguridad,Incidentes de seguridad
TK-010235,Fallas de hardware,Fallas de hardware
TK-010236,Solicitudes rutinarias,Solicitudes rutinarias
TK-010237,Errores recurrentes de software/ERP,Solicitudes rutinarias
TK-010238,Solicitudes rutinarias,Solicitudes rutinarias
TK-010239,Solicitudes rutinarias,Solicitudes rutinarias
TK-010240,Fallas de hardware,Errores recurrentes de software/ERP
TK-010241,Solicitudes rutinarias,Solicitudes rutinarias
TK-010242,Fallas de hardware,Fallas de hardware
TK-010243,Errores recurrentes de software/ERP,Casos crónicos
TK-010244,Solicitudes rutinarias,Solicitudes rutinarias
TK-010245,Fallas de hardware,Fallas de hardware
TK-010246,Incidentes de seguridad,Incidentes de seguridad
TK-010247,Solicitudes rutinarias,Solicitudes rutinarias
TK-010248,Incidentes de seguridad,Incidentes de seguridad
TK-010249,Fallas de hardware,Fallas de hardware
TK-010250,Solicitudes rutinarias,Solicitudes rutinarias
TK-010251,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-010252,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-010253,Solicitudes rutinarias,Fallas de hardware
TK-010254,Solicitudes rutinarias,Solicitudes rutinarias
TK-010255,Solicitudes rutinarias,Solicitudes rutinarias
TK-010256,Solicitudes rutinarias,Solicitudes rutinarias
TK-010257,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-010258,Casos crónicos,Casos crónicos
TK-010259,Incidentes críticos de red,Incidentes críticos de red
TK-010260,Solicitudes rutinarias,Solicitudes rutinarias
TK-010261,Fallas de hardware,Fallas de hardware
TK-010262,Solicitudes rutinarias,Solicitudes rutinarias
TK-010263,Solicitudes rutinarias,Solicitudes rutinarias
TK-010264,Solicitudes rutinarias,Solicitudes rutinarias
TK-010265,Solicitudes rutinarias,Errores recurrentes de software/ERP
TK-010266,Solicitudes rutinarias,Solicitudes rutinarias
TK-010267,Incidentes críticos de red,Incidentes críticos de red
TK-010268,Solicitudes rutinarias,Errores recurrentes de software/ERP
TK-010269,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-010270,Casos crónicos,Casos crónicos
TK-010271,Fallas de hardware,Fallas de hardware
TK-010272,Fallas de hardware,Fallas de hardware
TK-010273,Solicitudes rutinarias,Solicitudes rutinarias
TK-010274,Fallas de hardware,Fallas de hardware
TK-010275,Solicitudes rutinarias,Solicitudes rutinarias
TK-010276,Casos crónicos,Casos crónicos
TK-010277,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-010278,Fallas de hardware,Fallas de hardware
TK-010279,Solicitudes rutinarias,Solicitudes rutinarias
TK-010280,Solicitudes rutinarias,Solicitudes rutinarias
TK-010281,Solicitudes rutinarias,Solicitudes rutinarias
TK-010282,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-010283,Solicitudes rutinarias,Solicitudes rutinarias
TK-010284,Solicitudes rutinarias,Solicitudes rutinarias
TK-010285,Fallas de hardware,Fallas de hardware
TK-010286,Solicitudes rutinarias,Solicitudes rutinarias
TK-010287,Solicitudes rutinarias,Solicitudes rutinarias
TK-010288,Solicitudes rutinarias,Solicitudes rutinarias
TK-010289,Solicitudes rutinarias,Solicitudes rutinarias
TK-010290,Solicitudes rutinarias,Solicitudes rutinarias
TK-010291,Solicitudes rutinarias,Solicitudes rutinarias
TK-010292,Solicitudes rutinarias,Solicitudes rutinarias
TK-010293,Solicitudes rutinarias,Solicitudes rutinarias
TK-010294,Fallas de hardware,Fallas de hardware
TK-010295,Solicitudes rutinarias,Solicitudes rutinarias
TK-010296,Solicitudes rutinarias,Solicitudes rutinarias
TK-010297,Solicitudes rutinarias,Solicitudes rutinarias
TK-010298,Incidentes de seguridad,Incidentes de seguridad
TK-010299,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-010300,Solicitudes rutinarias,Solicitudes rutinarias
TK-010301,Incidentes de seguridad,Incidentes de seguridad
TK-010302,Solicitudes rutinarias,Solicitudes rutinarias
TK-010303,Fallas de hardware,Fallas de hardware
TK-010304,Fallas de hardware,Fallas de hardware
TK-010305,Incidentes críticos de red,Incidentes críticos de red
TK-010306,Fallas de hardware,Fallas de hardware
TK-010307,Solicitudes rutinarias,Solicitudes rutinarias
TK-010308,Incidentes de seguridad,Incidentes de seguridad
TK-010309,Solicitudes rutinarias,Fallas de hardware
TK-010310,Solicitudes rutinarias,Solicitudes rutinarias
TK-010311,Fallas de hardware,Fallas de hardware
TK-010312,Solicitudes rutinarias,Solicitudes rutinarias
TK-010313,Fallas de hardware,Fallas de hardware
TK-010314,Incidentes críticos de red,Incidentes críticos de red
TK-010315,Solicitudes rutinarias,Solicitudes rutinarias
TK-010316,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-010317,Solicitudes rutinarias,Solicitudes rutinarias
TK-010318,Solicitudes rutinarias,Solicitudes rutinarias
TK-010319,Solicitudes rutinarias,Solicitudes rutinarias
TK-010320,Solicitudes rutinarias,Errores recurrentes de software/ERP
TK-010321,Fallas de hardware,Fallas de hardware
TK-010322,Solicitudes rutinarias,Solicitudes rutinarias
TK-010323,Solicitudes rutinarias,Errores recurrentes de software/ERP
TK-010324,Solicitudes rutinarias,Solicitudes rutinarias
TK-010325,Solicitudes rutinarias,Solicitudes rutinarias
TK-010326,Solicitudes rutinarias,Solicitudes rutinarias
TK-010327,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-010328,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-010329,Incidentes de seguridad,Incidentes de seguridad
TK-010330,Solicitudes rutinarias,Solicitudes rutinarias
TK-010331,Fallas de hardware,Fallas de hardware
TK-010332,Fallas de hardware,Fallas de hardware
TK-010333,Fallas de hardware,Solicitudes rutinarias
TK-010334,Solicitudes rutinarias,Solicitudes rutinarias
TK-010335,Casos crónicos,Casos crónicos
TK-010336,Fallas de hardware,Fallas de hardware
TK-010337,Incidentes críticos de red,Incidentes críticos de red
TK-010338,Incidentes críticos de red,Incidentes críticos de red
TK-010339,Fallas de hardware,Fallas de hardware
TK-010340,Casos crónicos,Errores recurrentes de software/ERP
TK-010341,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-010342,Solicitudes rutinarias,Solicitudes rutinarias
TK-010343,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-010344,Solicitudes rutinarias,Solicitudes rutinarias
TK-010345,Solicitudes rutinarias,Errores recurrentes de software/ERP
TK-010346,Solicitudes rutinarias,Solicitudes rutinarias
TK-010347,Solicitudes rutinarias,Solicitudes rutinarias
TK-010348,Solicitudes rutinarias,Solicitudes rutinarias
TK-010349,Fallas de hardware,Solicitudes rutinarias
TK-010350,Solicitudes rutinarias,Solicitudes rutinarias
TK-010351,Solicitudes rutinarias,Solicitudes rutinarias
TK-010352,Errores recurrentes de software/ERP,Solicitudes rutinarias
TK-010353,Solicitudes rutinarias,Solicitudes rutinarias
TK-010354,Fallas de hardware,Fallas de hardware
TK-010355,Fallas de hardware,Fallas de hardware
TK-010356,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-010357,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-010358,Solicitudes rutinarias,Solicitudes rutinarias
TK-010359,Solicitudes rutinarias,Errores recurrentes de software/ERP
TK-010360,Solicitudes rutinarias,Solicitudes rutinarias
TK-010361,Solicitudes rutinarias,Solicitudes rutinarias
TK-010362,Solicitudes rutinarias,Solicitudes rutinarias
TK-010363,Solicitudes rutinarias,Solicitudes rutinarias
TK-010364,Solicitudes rutinarias,Solicitudes rutinarias
TK-010365,Solicitudes rutinarias,Solicitudes rutinarias
TK-010366,Solicitudes rutinarias,Solicitudes rutinarias
TK-010367,Solicitudes rutinarias,Solicitudes rutinarias
TK-010368,Solicitudes rutinarias,Solicitudes rutinarias
TK-010369,Solicitudes rutinarias,Solicitudes rutinarias
TK-010370,Fallas de hardware,Fallas de hardware
TK-010371,Solicitudes rutinarias,Solicitudes rutinarias
TK-010372,Incidentes críticos de red,Incidentes críticos de red
TK-010373,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-010374,Fallas de hardware,Fallas de hardware
TK-010375,Incidentes de seguridad,Incidentes de seguridad
TK-010376,Errores recurrentes de software/ERP,Casos crónicos
TK-010377,Fallas de hardware,Fallas de hardware
TK-010378,Solicitudes rutinarias,Solicitudes rutinarias
TK-010379,Solicitudes rutinarias,Solicitudes rutinarias
TK-010380,Incidentes de seguridad,Incidentes de seguridad
TK-010381,Solicitudes rutinarias,Solicitudes rutinarias
TK-010382,Solicitudes rutinarias,Solicitudes rutinarias
TK-010383,Solicitudes rutinarias,Solicitudes rutinarias
TK-010384,Solicitudes rutinarias,Solicitudes rutinarias
TK-010385,Solicitudes rutinarias,Solicitudes rutinarias
TK-010386,Solicitudes rutinarias,Solicitudes rutinarias
TK-010387,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-010388,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-010389,Solicitudes rutinarias,Errores recurrentes de software/ERP
TK-010390,Fallas de hardware,Fallas de hardware
TK-010391,Solicitudes rutinarias,Solicitudes rutinarias
TK-010392,Incidentes de seguridad,Incidentes de seguridad
TK-010393,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-010394,Casos crónicos,Casos crónicos
TK-010395,Fallas de hardware,Fallas de hardware
TK-010396,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-010397,Fallas de hardware,Fallas de hardware
TK-010398,Solicitudes rutinarias,Fallas de hardware
TK-010399,Incidentes de seguridad,Incidentes de seguridad
TK-010400,Solicitudes rutinarias,Solicitudes rutinarias
TK-010401,Solicitudes rutinarias,Solicitudes rutinarias
TK-010402,Solicitudes rutinarias,Solicitudes rutinarias
TK-010403,Solicitudes rutinarias,Solicitudes rutinarias
TK-010404,Incidentes críticos de red,Incidentes críticos de red
TK-010405,Solicitudes rutinarias,Solicitudes rutinarias
TK-010406,Fallas de hardware,Fallas de hardware
TK-010407,Solicitudes rutinarias,Fallas de hardware
TK-010408,Fallas de hardware,Solicitudes rutinarias
TK-010409,Fallas de hardware,Fallas de hardware
TK-010410,Incidentes de seguridad,Incidentes de seguridad
TK-010411,Errores recurrentes de software/ERP,Casos crónicos
TK-010412,Solicitudes rutinarias,Solicitudes rutinarias
TK-010413,Incidentes de seguridad,Incidentes de seguridad
TK-010414,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-010415,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-010416,Solicitudes rutinarias,Solicitudes rutinarias
TK-010417,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-010418,Solicitudes rutinarias,Solicitudes rutinarias
TK-010419,Solicitudes rutinarias,Solicitudes rutinarias
TK-010420,Solicitudes rutinarias,Solicitudes rutinarias
TK-010421,Solicitudes rutinarias,Solicitudes rutinarias
TK-010422,Solicitudes rutinarias,Solicitudes rutinarias
TK-010423,Solicitudes rutinarias,Solicitudes rutinarias
TK-010424,Solicitudes rutinarias,Solicitudes rutinarias
TK-010425,Solicitudes rutinarias,Solicitudes rutinarias
TK-010426,Fallas de hardware,Fallas de hardware
TK-010427,Solicitudes rutinarias,Solicitudes rutinarias
TK-010428,Fallas de hardware,Fallas de hardware
TK-010429,Solicitudes rutinarias,Solicitudes rutinarias
TK-010430,Solicitudes rutinarias,Solicitudes rutinarias
TK-010431,Fallas de hardware,Errores recurrentes de software/ERP
TK-010432,Incidentes de seguridad,Incidentes de seguridad
TK-010433,Incidentes críticos de red,Incidentes críticos de red
TK-010434,Solicitudes rutinarias,Solicitudes rutinarias
TK-010435,Incidentes críticos de red,Errores recurrentes de software/ERP
TK-010436,Casos crónicos,Incidentes críticos de red
TK-010437,Fallas de hardware,Fallas de hardware
TK-010438,Fallas de hardware,Fallas de hardware
TK-010439,Incidentes críticos de red,Incidentes críticos de red
TK-010440,Solicitudes rutinarias,Solicitudes rutinarias
TK-010441,Errores recurrentes de software/ERP,Solicitudes rutinarias
TK-010442,Solicitudes rutinarias,Fallas de hardware
TK-010443,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-010444,Solicitudes rutinarias,Errores recurrentes de software/ERP
TK-010445,Fallas de hardware,Errores recurrentes de software/ERP
TK-010446,Solicitudes rutinarias,Fallas de hardware
TK-010447,Incidentes críticos de red,Errores recurrentes de software/ERP
TK-010448,Solicitudes rutinarias,Solicitudes rutinarias
TK-010449,Incidentes críticos de red,Incidentes críticos de red
TK-010450,Solicitudes rutinarias,Solicitudes rutinarias
TK-010451,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-010452,Solicitudes rutinarias,Fallas de hardware
TK-010453,Incidentes críticos de red,Incidentes críticos de red
TK-010454,Solicitudes rutinarias,Solicitudes rutinarias
TK-010455,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-010456,Solicitudes rutinarias,Solicitudes rutinarias
TK-010457,Solicitudes rutinarias,Solicitudes rutinarias
TK-010458,Incidentes de seguridad,Incidentes de seguridad
TK-010459,Casos crónicos,Casos crónicos
TK-010460,Fallas de hardware,Fallas de hardware
TK-010461,Solicitudes rutinarias,Solicitudes rutinarias
TK-010462,Fallas de hardware,Fallas de hardware
TK-010463,Fallas de hardware,Fallas de hardware
TK-010464,Solicitudes rutinarias,Solicitudes rutinarias
TK-010465,Solicitudes rutinarias,Solicitudes rutinarias
TK-010466,Solicitudes rutinarias,Solicitudes rutinarias
TK-010467,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-010468,Solicitudes rutinarias,Solicitudes rutinarias
TK-010469,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
